Operation,Request time,Response time
GetItemList,20/2/2023 10:20:24.690,20/2/2023 10:20:25.440
ModifyOrder,20/2/2023 10:33:15.920,20/2/2023 10:33:24.120
GetItemList,20/2/2023 10:46:07.150,20/2/2023 10:46:07.567
GetPaymentMethods,20/2/2023 10:58:58.380,20/2/2023 10:58:59.314
GetOrder,20/2/2023 11:11:49.610,20/2/2023 11:11:49.844
GetItem,20/2/2023 11:24:40.840,20/2/2023 11:24:42.057
GetItemList,20/2/2023 11:37:32.070,20/2/2023 11:37:33.604
GetPaymentList,20/2/2023 11:50:23.300,20/2/2023 11:50:24.850
GetPaymentList,20/2/2023 12:03:14.530,20/2/2023 12:03:16.014
GetItem,20/2/2023 12:16:05.760,20/2/2023 12:16:06.577
GetPaymentMethods,20/2/2023 12:28:56.990,20/2/2023 12:28:58.307
SetPayment,20/2/2023 12:41:48.220,20/2/2023 12:41:48.970
ModifyItem,20/2/2023 12:54:39.450,20/2/2023 12:54:43.250
GetTrackingData,20/2/2023 13:07:30.680,20/2/2023 13:07:32.164
SendNotification,20/2/2023 13:20:21.910,20/2/2023 13:20:23.394
ModifyItem,20/2/2023 13:33:13.140,20/2/2023 13:33:20.874
GetOrder,20/2/2023 13:46:04.370,20/2/2023 13:46:05.620
AddItemToOrder,20/2/2023 13:58:55.600,20/2/2023 13:58:56.634
GetTrackingData,20/2/2023 14:11:46.830,20/2/2023 14:11:48.180
SendNotification,20/2/2023 14:24:38.060,20/2/2023 14:24:38.610
GetTrackingData,20/2/2023 14:37:29.290,20/2/2023 14:37:29.707
GetPaymentList,20/2/2023 14:50:20.520,20/2/2023 14:50:21.354
GetTrackingData,20/2/2023 15:03:11.750,20/2/2023 15:03:12.384
SetPayment,20/2/2023 15:16:02.980,20/2/2023 15:16:04.097
SendNotification,20/2/2023 15:28:54.210,20/2/2023 15:28:55.027
SendNotification,20/2/2023 15:41:45.440,20/2/2023 15:41:47.090
ModifyOrder,20/2/2023 15:54:36.670,20/2/2023 15:54:44.637
SetPayment,20/2/2023 16:07:27.900,20/2/2023 16:07:28.084
SetDeliveryAddress,20/2/2023 16:20:19.130,20/2/2023 16:20:19.214
GetPaymentMethods,20/2/2023 16:33:10.360,20/2/2023 16:33:10.477
SetPayment,20/2/2023 16:46:01.590,20/2/2023 16:46:02.807
GetItem,20/2/2023 16:58:52.820,20/2/2023 16:58:54.437
Login,20/2/2023 17:11:44.050,20/2/2023 17:11:44.717
AddItemToOrder,20/2/2023 17:24:35.280,20/2/2023 17:24:36.530
SetDeliveryAddress,20/2/2023 17:37:26.510,20/2/2023 17:37:27.660
GetOrderList,20/2/2023 17:50:17.740,20/2/2023 17:50:18.040
GetItemList,20/2/2023 18:03:08.970,20/2/2023 18:03:10.054
GetOrder,20/2/2023 18:16:00.200,20/2/2023 18:16:00.650
GetPaymentList,20/2/2023 18:28:51.430,20/2/2023 18:28:51.847
SetDeliveryAddress,20/2/2023 18:41:42.660,20/2/2023 18:41:42.944
SetPayment,20/2/2023 18:54:33.890,20/2/2023 18:54:34.557
AddItemToOrder,20/2/2023 19:07:25.120,20/2/2023 19:07:25.820
GetOrder,20/2/2023 19:20:16.350,20/2/2023 19:20:16.400
GetPaymentList,20/2/2023 19:33:07.580,20/2/2023 19:33:07.947
SetDeliveryAddress,20/2/2023 19:45:58.810,20/2/2023 19:45:59.310
GetOrderList,20/2/2023 19:58:50.040,20/2/2023 19:58:51.224
SendNotification,20/2/2023 20:11:41.270,20/2/2023 20:11:42.904
GetPaymentMethods,20/2/2023 20:24:32.500,20/2/2023 20:24:33.250
GetPaymentMethods,20/2/2023 20:37:23.730,20/2/2023 20:37:24.580
SendNotification,20/2/2023 20:50:14.960,20/2/2023 20:50:15.910
GetOrder,20/2/2023 21:03:06.190,20/2/2023 21:03:06.524
AddItemToOrder,20/2/2023 21:15:57.420,20/2/2023 21:15:58.587
GetOrder,20/2/2023 21:28:48.650,20/2/2023 21:28:49.400
GetPaymentList,20/2/2023 21:41:39.880,20/2/2023 21:41:40.230
SetDeliveryAddress,20/2/2023 21:54:31.110,20/2/2023 21:54:32.427
SetPayment,20/2/2023 22:07:22.340,20/2/2023 22:07:23.290
SetDeliveryAddress,20/2/2023 22:20:13.570,20/2/2023 22:20:13.804
GetPaymentList,20/2/2023 22:33:04.800,20/2/2023 22:33:05.717
GetOrder,20/2/2023 22:45:56.030,20/2/2023 22:45:57.264
GetOrderList,20/2/2023 22:58:47.260,20/2/2023 22:58:47.377
SetPayment,20/2/2023 23:11:38.490,20/2/2023 23:11:39.024
AddItemToOrder,20/2/2023 23:24:29.720,20/2/2023 23:24:29.854
GetItemList,20/2/2023 23:37:20.950,20/2/2023 23:37:22.434
SendNotification,20/2/2023 23:50:12.180,20/2/2023 23:50:12.997
GetOrderList,21/2/2023 00:03:03.410,21/2/2023 00:03:04.127
GetTrackingData,21/2/2023 00:15:54.640,21/2/2023 00:15:56.040
GetItem,21/2/2023 00:28:45.870,21/2/2023 00:28:46.737
GetPaymentMethods,21/2/2023 00:41:37.100,21/2/2023 00:41:37.117
ModifyItem,21/2/2023 00:54:28.330,21/2/2023 00:54:31.230
GetPaymentList,21/2/2023 01:07:19.560,21/2/2023 01:07:20.844
GetPaymentMethods,21/2/2023 01:20:10.790,21/2/2023 01:20:11.657
SendNotification,21/2/2023 01:33:02.020,21/2/2023 01:33:02.387
AddItemToOrder,21/2/2023 01:45:53.250,21/2/2023 01:45:53.484
GetOrder,21/2/2023 01:58:44.480,21/2/2023 01:58:45.497
GetItem,21/2/2023 02:11:35.710,21/2/2023 02:11:37.344
GetItemList,21/2/2023 02:24:26.940,21/2/2023 02:24:27.490
GetItemList,21/2/2023 02:37:18.170,21/2/2023 02:37:19.270
GetItemList,21/2/2023 02:50:09.400,21/2/2023 02:50:10.234
AddItemToOrder,21/2/2023 03:03:00.630,21/2/2023 03:03:02.097
GetTrackingData,21/2/2023 03:15:51.860,21/2/2023 03:15:53.310
GetTrackingData,21/2/2023 03:28:43.090,21/2/2023 03:28:44.107
Login,21/2/2023 03:41:34.320,21/2/2023 03:41:34.704
GetOrderList,21/2/2023 03:54:25.550,21/2/2023 03:54:26.934
SetPayment,21/2/2023 04:07:16.780,21/2/2023 04:07:17.564
GetPaymentList,21/2/2023 04:20:08.010,21/2/2023 04:20:08.077
GetItem,21/2/2023 04:32:59.240,21/2/2023 04:33:00.357
AddItemToOrder,21/2/2023 04:45:50.470,21/2/2023 04:45:50.937
GetItem,21/2/2023 04:58:41.700,21/2/2023 04:58:42.684
GetTrackingData,21/2/2023 05:11:32.930,21/2/2023 05:11:33.297
GetOrderList,21/2/2023 05:24:24.160,21/2/2023 05:24:25.427
SetDeliveryAddress,21/2/2023 05:37:15.390,21/2/2023 05:37:15.574
SendNotification,21/2/2023 05:50:06.620,21/2/2023 05:50:08.020
GetItemList,21/2/2023 06:02:57.850,21/2/2023 06:02:58.450
ModifyItem,21/2/2023 06:15:49.080,21/2/2023 06:15:53.147
GetTrackingData,21/2/2023 06:28:40.310,21/2/2023 06:28:41.977
SetPayment,21/2/2023 06:41:31.540,21/2/2023 06:41:31.840
GetPaymentMethods,21/2/2023 06:54:22.770,21/2/2023 06:54:24.337
Login,21/2/2023 07:07:14.000,21/2/2023 07:07:14.200
GetTrackingData,21/2/2023 07:20:05.230,21/2/2023 07:20:05.430
Login,21/2/2023 07:32:56.460,21/2/2023 07:32:56.660
GetItem,21/2/2023 07:45:47.690,21/2/2023 07:45:47.974
GetTrackingData,21/2/2023 07:58:38.920,21/2/2023 07:58:40.587
ModifyItem,21/2/2023 08:11:30.150,21/2/2023 08:11:33.350
GetTrackingData,21/2/2023 08:24:21.380,21/2/2023 08:24:21.714
GetItemList,21/2/2023 08:37:12.610,21/2/2023 08:37:13.110
SetPayment,21/2/2023 08:50:03.840,21/2/2023 08:50:05.374
SetPayment,21/2/2023 09:02:55.070,21/2/2023 09:02:56.104
ModifyOrder,21/2/2023 09:15:46.300,21/2/2023 09:15:53.350
SetDeliveryAddress,21/2/2023 09:28:37.530,21/2/2023 09:28:37.547
SetDeliveryAddress,21/2/2023 09:41:28.760,21/2/2023 09:41:29.894
Login,21/2/2023 09:54:19.990,21/2/2023 09:54:20.924
GetOrder,21/2/2023 10:07:11.220,21/2/2023 10:07:12.520
GetOrderList,21/2/2023 10:20:02.450,21/2/2023 10:20:02.867
Login,21/2/2023 10:32:53.680,21/2/2023 10:32:54.230
GetItemList,21/2/2023 10:45:44.910,21/2/2023 10:45:45.877
SetDeliveryAddress,21/2/2023 10:58:36.140,21/2/2023 10:58:36.857
Login,21/2/2023 11:11:27.370,21/2/2023 11:11:28.970
GetItem,21/2/2023 11:24:18.600,21/2/2023 11:24:19.934
SetDeliveryAddress,21/2/2023 11:37:09.830,21/2/2023 11:37:10.864
SetPayment,21/2/2023 11:50:01.060,21/2/2023 11:50:01.110
AddItemToOrder,21/2/2023 12:02:52.290,21/2/2023 12:02:52.640
SetPayment,21/2/2023 12:15:43.520,21/2/2023 12:15:44.004
GetItemList,21/2/2023 12:28:34.750,21/2/2023 12:28:35.300
SendNotification,21/2/2023 12:41:25.980,21/2/2023 12:41:26.680
SetDeliveryAddress,21/2/2023 12:54:17.210,21/2/2023 12:54:18.077
SetDeliveryAddress,21/2/2023 13:07:08.440,21/2/2023 13:07:08.990
AddItemToOrder,21/2/2023 13:19:59.670,21/2/2023 13:19:59.854
GetTrackingData,21/2/2023 13:32:50.900,21/2/2023 13:32:52.200
GetItem,21/2/2023 13:45:42.130,21/2/2023 13:45:42.397
SetPayment,21/2/2023 13:58:33.360,21/2/2023 13:58:34.144
GetOrderList,21/2/2023 14:11:24.590,21/2/2023 14:11:24.940
SetPayment,21/2/2023 14:24:15.820,21/2/2023 14:24:16.987
GetItemList,21/2/2023 14:37:07.050,21/2/2023 14:37:07.667
GetOrder,21/2/2023 14:49:58.280,21/2/2023 14:49:59.397
GetPaymentList,21/2/2023 15:02:49.510,21/2/2023 15:02:51.144
Login,21/2/2023 15:15:40.740,21/2/2023 15:15:42.107
ModifyOrder,21/2/2023 15:28:31.970,21/2/2023 15:28:33.587
GetPaymentMethods,21/2/2023 15:41:23.200,21/2/2023 15:41:23.467
AddItemToOrder,21/2/2023 15:54:14.430,21/2/2023 15:54:14.730
AddItemToOrder,21/2/2023 16:07:05.660,21/2/2023 16:07:07.077
ModifyOrder,21/2/2023 16:19:56.890,21/2/2023 16:19:58.807
Login,21/2/2023 16:32:48.120,21/2/2023 16:32:49.320
ModifyItem,21/2/2023 16:45:39.350,21/2/2023 16:45:41.184
SendNotification,21/2/2023 16:58:30.580,21/2/2023 16:58:31.930
GetOrder,21/2/2023 17:11:21.810,21/2/2023 17:11:23.327
SendNotification,21/2/2023 17:24:13.040,21/2/2023 17:24:14.074
GetItem,21/2/2023 17:37:04.270,21/2/2023 17:37:04.737
GetOrder,21/2/2023 17:49:55.500,21/2/2023 17:49:55.584
SetDeliveryAddress,21/2/2023 18:02:46.730,21/2/2023 18:02:46.930
GetOrder,21/2/2023 18:15:37.960,21/2/2023 18:15:39.360
GetTrackingData,21/2/2023 18:28:29.190,21/2/2023 18:28:30.190
Login,21/2/2023 18:41:20.420,21/2/2023 18:41:21.770
ModifyItem,21/2/2023 18:54:11.650,21/2/2023 18:54:11.867
AddItemToOrder,21/2/2023 19:07:02.880,21/2/2023 19:07:03.714
GetOrderList,21/2/2023 19:19:54.110,21/2/2023 19:19:55.344
AddItemToOrder,21/2/2023 19:32:45.340,21/2/2023 19:32:46.274
SetPayment,21/2/2023 19:45:36.570,21/2/2023 19:45:37.087
GetPaymentMethods,21/2/2023 19:58:27.800,21/2/2023 19:58:27.817
GetTrackingData,21/2/2023 20:11:19.030,21/2/2023 20:11:20.130
SetPayment,21/2/2023 20:24:10.260,21/2/2023 20:24:11.860
Login,21/2/2023 20:37:01.490,21/2/2023 20:37:02.507
GetItem,21/2/2023 20:49:52.720,21/2/2023 20:49:53.637
GetTrackingData,21/2/2023 21:02:43.950,21/2/2023 21:02:44.284
ModifyOrder,21/2/2023 21:15:35.180,21/2/2023 21:15:43.347
GetOrderList,21/2/2023 21:28:26.410,21/2/2023 21:28:26.660
SetDeliveryAddress,21/2/2023 21:41:17.640,21/2/2023 21:41:18.224
GetOrder,21/2/2023 21:54:08.870,21/2/2023 21:54:10.004
GetOrderList,21/2/2023 22:07:00.100,21/2/2023 22:07:00.334
ModifyOrder,21/2/2023 22:19:51.330,21/2/2023 22:19:56.630
GetOrder,21/2/2023 22:32:42.560,21/2/2023 22:32:43.727
GetTrackingData,21/2/2023 22:45:33.790,21/2/2023 22:45:34.540
GetItemList,21/2/2023 22:58:25.020,21/2/2023 22:58:26.087
GetTrackingData,21/2/2023 23:11:16.250,21/2/2023 23:11:17.467
GetItem,21/2/2023 23:24:07.480,21/2/2023 23:24:08.480
GetPaymentMethods,21/2/2023 23:36:58.710,21/2/2023 23:36:58.894
GetItemList,21/2/2023 23:49:49.940,21/2/2023 23:49:50.390
GetTrackingData,22/2/2023 00:02:41.170,22/2/2023 00:02:42.187
GetOrder,22/2/2023 00:15:32.400,22/2/2023 00:15:32.834
GetItem,22/2/2023 00:28:23.630,22/2/2023 00:28:23.847
SendNotification,22/2/2023 00:41:14.860,22/2/2023 00:41:15.944
SendNotification,22/2/2023 00:54:06.090,22/2/2023 00:54:06.757
AddItemToOrder,22/2/2023 01:06:57.320,22/2/2023 01:06:58.220
GetPaymentMethods,22/2/2023 01:19:48.550,22/2/2023 01:19:49.617
GetItemList,22/2/2023 01:32:39.780,22/2/2023 01:32:41.130
GetPaymentList,22/2/2023 01:45:31.010,22/2/2023 01:45:31.544
ModifyOrder,22/2/2023 01:58:22.240,22/2/2023 01:58:25.257
GetPaymentMethods,22/2/2023 02:11:13.470,22/2/2023 02:11:14.604
AddItemToOrder,22/2/2023 02:24:04.700,22/2/2023 02:24:06.200
GetItem,22/2/2023 02:36:55.930,22/2/2023 02:36:56.180
GetPaymentList,22/2/2023 02:49:47.160,22/2/2023 02:49:47.860
AddItemToOrder,22/2/2023 03:02:38.390,22/2/2023 03:02:38.657
AddItemToOrder,22/2/2023 03:15:29.620,22/2/2023 03:15:29.687
GetOrder,22/2/2023 03:28:20.850,22/2/2023 03:28:21.700
SetPayment,22/2/2023 03:41:12.080,22/2/2023 03:41:13.514
ModifyOrder,22/2/2023 03:54:03.310,22/2/2023 03:54:09.377
GetPaymentList,22/2/2023 04:06:54.540,22/2/2023 04:06:56.024
AddItemToOrder,22/2/2023 04:19:45.770,22/2/2023 04:19:46.687
GetItem,22/2/2023 04:32:37.000,22/2/2023 04:32:37.934
Login,22/2/2023 04:45:28.230,22/2/2023 04:45:28.614
AddItemToOrder,22/2/2023 04:58:19.460,22/2/2023 04:58:20.610
GetPaymentMethods,22/2/2023 05:11:10.690,22/2/2023 05:11:12.357
SetPayment,22/2/2023 05:24:01.920,22/2/2023 05:24:02.004
GetItemList,22/2/2023 05:36:53.150,22/2/2023 05:36:54.284
SendNotification,22/2/2023 05:49:44.380,22/2/2023 05:49:45.830
GetOrderList,22/2/2023 06:02:35.610,22/2/2023 06:02:36.994
ModifyItem,22/2/2023 06:15:26.840,22/2/2023 06:15:30.257
ModifyItem,22/2/2023 06:28:18.070,22/2/2023 06:28:18.987
GetItemList,22/2/2023 06:41:09.300,22/2/2023 06:41:10.934
GetItem,22/2/2023 06:54:00.530,22/2/2023 06:54:01.264
SetDeliveryAddress,22/2/2023 07:06:51.760,22/2/2023 07:06:51.960
AddItemToOrder,22/2/2023 07:19:42.990,22/2/2023 07:19:43.957
GetItemList,22/2/2023 07:32:34.220,22/2/2023 07:32:35.854
GetPaymentMethods,22/2/2023 07:45:25.450,22/2/2023 07:45:25.517
AddItemToOrder,22/2/2023 07:58:16.680,22/2/2023 07:58:17.947
SetDeliveryAddress,22/2/2023 08:11:07.910,22/2/2023 08:11:08.310
GetPaymentMethods,22/2/2023 08:23:59.140,22/2/2023 08:23:59.157
GetPaymentMethods,22/2/2023 08:36:50.370,22/2/2023 08:36:51.554
GetItem,22/2/2023 08:49:41.600,22/2/2023 08:49:42.550
GetPaymentMethods,22/2/2023 09:02:32.830,22/2/2023 09:02:33.130
GetItem,22/2/2023 09:15:24.060,22/2/2023 09:15:24.210
GetPaymentMethods,22/2/2023 09:28:15.290,22/2/2023 09:28:16.207
Login,22/2/2023 09:41:06.520,22/2/2023 09:41:06.887
GetPaymentMethods,22/2/2023 09:53:57.750,22/2/2023 09:53:59.334
GetPaymentMethods,22/2/2023 10:06:48.980,22/2/2023 10:06:50.197
GetItem,22/2/2023 10:19:40.210,22/2/2023 10:19:41.227
SetPayment,22/2/2023 10:32:31.440,22/2/2023 10:32:32.307
GetPaymentList,22/2/2023 10:45:22.670,22/2/2023 10:45:23.254
SendNotification,22/2/2023 10:58:13.900,22/2/2023 10:58:14.450
Login,22/2/2023 11:11:05.130,22/2/2023 11:11:06.397
GetOrderList,22/2/2023 11:23:56.360,22/2/2023 11:23:57.160
SetPayment,22/2/2023 11:36:47.590,22/2/2023 11:36:48.224
SendNotification,22/2/2023 11:49:38.820,22/2/2023 11:49:40.104
SendNotification,22/2/2023 12:02:30.050,22/2/2023 12:02:30.967
GetPaymentMethods,22/2/2023 12:15:21.280,22/2/2023 12:15:21.980
SetPayment,22/2/2023 12:28:12.510,22/2/2023 12:28:13.294
GetTrackingData,22/2/2023 12:41:03.740,22/2/2023 12:41:05.357
GetOrder,22/2/2023 12:53:54.970,22/2/2023 12:53:56.204
SendNotification,22/2/2023 13:06:46.200,22/2/2023 13:06:47.167
Login,22/2/2023 13:19:37.430,22/2/2023 13:19:39.030
SetPayment,22/2/2023 13:32:28.660,22/2/2023 13:32:30.260
SendNotification,22/2/2023 13:45:19.890,22/2/2023 13:45:20.657
AddItemToOrder,22/2/2023 13:58:11.120,22/2/2023 13:58:11.437
GetPaymentList,22/2/2023 14:11:02.350,22/2/2023 14:11:03.467
Login,22/2/2023 14:23:53.580,22/2/2023 14:23:54.497
GetTrackingData,22/2/2023 14:36:44.810,22/2/2023 14:36:45.060
SendNotification,22/2/2023 14:49:36.040,22/2/2023 14:49:36.707
GetPaymentList,22/2/2023 15:02:27.270,22/2/2023 15:02:27.504
GetItem,22/2/2023 15:15:18.500,22/2/2023 15:15:20.000
SendNotification,22/2/2023 15:28:09.730,22/2/2023 15:28:10.847
AddItemToOrder,22/2/2023 15:41:00.960,22/2/2023 15:41:01.160
ModifyOrder,22/2/2023 15:53:52.190,22/2/2023 15:53:55.690
AddItemToOrder,22/2/2023 16:06:43.420,22/2/2023 16:06:43.537
GetItem,22/2/2023 16:19:34.650,22/2/2023 16:19:36.167
GetPaymentList,22/2/2023 16:32:25.880,22/2/2023 16:32:26.214
GetOrderList,22/2/2023 16:45:17.110,22/2/2023 16:45:17.477
GetOrder,22/2/2023 16:58:08.340,22/2/2023 16:58:09.990
SetDeliveryAddress,22/2/2023 17:10:59.570,22/2/2023 17:10:59.704
SendNotification,22/2/2023 17:23:50.800,22/2/2023 17:23:51.550
Login,22/2/2023 17:36:42.030,22/2/2023 17:36:42.380
GetPaymentList,22/2/2023 17:49:33.260,22/2/2023 17:49:34.244
Login,22/2/2023 18:02:24.490,22/2/2023 18:02:25.507
SetDeliveryAddress,22/2/2023 18:15:15.720,22/2/2023 18:15:16.804
GetPaymentMethods,22/2/2023 18:28:06.950,22/2/2023 18:28:07.467
SetPayment,22/2/2023 18:40:58.180,22/2/2023 18:40:58.364
GetTrackingData,22/2/2023 18:53:49.410,22/2/2023 18:53:50.760
GetOrder,22/2/2023 19:06:40.640,22/2/2023 19:06:41.924
Login,22/2/2023 19:19:31.870,22/2/2023 19:19:32.204
GetItemList,22/2/2023 19:32:23.100,22/2/2023 19:32:24.084
GetItem,22/2/2023 19:45:14.330,22/2/2023 19:45:15.114
GetPaymentMethods,22/2/2023 19:58:05.560,22/2/2023 19:58:06.094
SendNotification,22/2/2023 20:10:56.790,22/2/2023 20:10:56.824
Login,22/2/2023 20:23:48.020,22/2/2023 20:23:48.154
Login,22/2/2023 20:36:39.250,22/2/2023 20:36:40.767
SendNotification,22/2/2023 20:49:30.480,22/2/2023 20:49:30.730
GetTrackingData,22/2/2023 21:02:21.710,22/2/2023 21:02:23.210
ModifyOrder,22/2/2023 21:15:12.940,22/2/2023 21:15:14.407
SetPayment,22/2/2023 21:28:04.170,22/2/2023 21:28:05.520
GetOrder,22/2/2023 21:40:55.400,22/2/2023 21:40:56.517
GetTrackingData,22/2/2023 21:53:46.630,22/2/2023 21:53:46.947
GetItemList,22/2/2023 22:06:37.860,22/2/2023 22:06:38.860
SendNotification,22/2/2023 22:19:29.090,22/2/2023 22:19:29.140
ModifyOrder,22/2/2023 22:32:20.320,22/2/2023 22:32:23.370
ModifyOrder,22/2/2023 22:45:11.550,22/2/2023 22:45:15.250
GetTrackingData,22/2/2023 22:58:02.780,22/2/2023 22:58:02.797
GetItem,22/2/2023 23:10:54.010,22/2/2023 23:10:54.327
GetPaymentList,22/2/2023 23:23:45.240,22/2/2023 23:23:45.690
GetItemList,22/2/2023 23:36:36.470,22/2/2023 23:36:36.604
ModifyOrder,22/2/2023 23:49:27.700,22/2/2023 23:49:29.867
GetPaymentList,23/2/2023 00:02:18.930,23/2/2023 00:02:20.314
GetPaymentList,23/2/2023 00:15:10.160,23/2/2023 00:15:10.177
GetOrder,23/2/2023 00:28:01.390,23/2/2023 00:28:02.390
GetPaymentMethods,23/2/2023 00:40:52.620,23/2/2023 00:40:54.270
SetDeliveryAddress,23/2/2023 00:53:43.850,23/2/2023 00:53:45.417
ModifyItem,23/2/2023 01:06:35.080,23/2/2023 01:06:44.997
ModifyItem,23/2/2023 01:19:26.310,23/2/2023 01:19:31.060
GetItemList,23/2/2023 01:32:17.540,23/2/2023 01:32:17.557
SetDeliveryAddress,23/2/2023 01:45:08.770,23/2/2023 01:45:09.470
ModifyOrder,23/2/2023 01:58:00.000,23/2/2023 01:58:00.017
SetDeliveryAddress,23/2/2023 02:10:51.230,23/2/2023 02:10:52.714
GetPaymentList,23/2/2023 02:23:42.460,23/2/2023 02:23:44.110
GetItem,23/2/2023 02:36:33.690,23/2/2023 02:36:34.940
ModifyOrder,23/2/2023 02:49:24.920,23/2/2023 02:49:30.154
GetOrderList,23/2/2023 03:02:16.150,23/2/2023 03:02:16.950
GetItem,23/2/2023 03:15:07.380,23/2/2023 03:15:07.397
SetDeliveryAddress,23/2/2023 03:27:58.610,23/2/2023 03:27:59.144
Login,23/2/2023 03:40:49.840,23/2/2023 03:40:50.707
SendNotification,23/2/2023 03:53:41.070,23/2/2023 03:53:42.420
GetItem,23/2/2023 04:06:32.300,23/2/2023 04:06:32.767
SendNotification,23/2/2023 04:19:23.530,23/2/2023 04:19:24.614
AddItemToOrder,23/2/2023 04:32:14.760,23/2/2023 04:32:14.794
ModifyOrder,23/2/2023 04:45:05.990,23/2/2023 04:45:13.724
GetOrderList,23/2/2023 04:57:57.220,23/2/2023 04:57:57.937
GetItem,23/2/2023 05:10:48.450,23/2/2023 05:10:49.400
SetPayment,23/2/2023 05:23:39.680,23/2/2023 05:23:41.147
GetItemList,23/2/2023 05:36:30.910,23/2/2023 05:36:31.427
ModifyOrder,23/2/2023 05:49:22.140,23/2/2023 05:49:22.624
GetItem,23/2/2023 06:02:13.370,23/2/2023 06:02:14.587
SetDeliveryAddress,23/2/2023 06:15:04.600,23/2/2023 06:15:06.084
GetOrder,23/2/2023 06:27:55.830,23/2/2023 06:27:56.614
GetOrderList,23/2/2023 06:40:47.060,23/2/2023 06:40:47.560
SetPayment,23/2/2023 06:53:38.290,23/2/2023 06:53:38.357
SetPayment,23/2/2023 07:06:29.520,23/2/2023 07:06:30.570
GetItem,23/2/2023 07:19:20.750,23/2/2023 07:19:22.317
SetPayment,23/2/2023 07:32:11.980,23/2/2023 07:32:13.480
SetDeliveryAddress,23/2/2023 07:45:03.210,23/2/2023 07:45:04.860
GetPaymentMethods,23/2/2023 07:57:54.440,23/2/2023 07:57:55.640
SetPayment,23/2/2023 08:10:45.670,23/2/2023 08:10:46.004
SetPayment,23/2/2023 08:23:36.900,23/2/2023 08:23:38.100
Login,23/2/2023 08:36:28.130,23/2/2023 08:36:28.747
ModifyItem,23/2/2023 08:49:19.360,23/2/2023 08:49:26.477
ModifyOrder,23/2/2023 09:02:10.590,23/2/2023 09:02:14.374
AddItemToOrder,23/2/2023 09:15:01.820,23/2/2023 09:15:03.087
AddItemToOrder,23/2/2023 09:27:53.050,23/2/2023 09:27:53.584
SendNotification,23/2/2023 09:40:44.280,23/2/2023 09:40:45.730
ModifyOrder,23/2/2023 09:53:35.510,23/2/2023 09:53:43.960
GetItem,23/2/2023 10:06:26.740,23/2/2023 10:06:26.807
SetDeliveryAddress,23/2/2023 10:19:17.970,23/2/2023 10:19:18.937
GetPaymentMethods,23/2/2023 10:32:09.200,23/2/2023 10:32:10.084
ModifyOrder,23/2/2023 10:45:00.430,23/2/2023 10:45:05.697
SetPayment,23/2/2023 10:57:51.660,23/2/2023 10:57:51.777
SendNotification,23/2/2023 11:10:42.890,23/2/2023 11:10:43.740
SendNotification,23/2/2023 11:23:34.120,23/2/2023 11:23:34.787
GetTrackingData,23/2/2023 11:36:25.350,23/2/2023 11:36:26.484
GetItem,23/2/2023 11:49:16.580,23/2/2023 11:49:17.964
SendNotification,23/2/2023 12:02:07.810,23/2/2023 12:02:08.894
GetOrderList,23/2/2023 12:14:59.040,23/2/2023 12:15:00.157
SetDeliveryAddress,23/2/2023 12:27:50.270,23/2/2023 12:27:51.637
GetPaymentList,23/2/2023 12:40:41.500,23/2/2023 12:40:42.500
GetPaymentList,23/2/2023 12:53:32.730,23/2/2023 12:53:33.397
AddItemToOrder,23/2/2023 13:06:23.960,23/2/2023 13:06:24.094
ModifyOrder,23/2/2023 13:19:15.190,23/2/2023 13:19:21.040
ModifyItem,23/2/2023 13:32:06.420,23/2/2023 13:32:15.687
GetPaymentList,23/2/2023 13:44:57.650,23/2/2023 13:44:57.667
ModifyOrder,23/2/2023 13:57:48.880,23/2/2023 13:57:54.164
AddItemToOrder,23/2/2023 14:10:40.110,23/2/2023 14:10:40.260
GetItem,23/2/2023 14:23:31.340,23/2/2023 14:23:32.340
GetItem,23/2/2023 14:36:22.570,23/2/2023 14:36:24.004
SetDeliveryAddress,23/2/2023 14:49:13.800,23/2/2023 14:49:14.000
GetOrderList,23/2/2023 15:02:05.030,23/2/2023 15:02:05.247
GetTrackingData,23/2/2023 15:14:56.260,23/2/2023 15:14:57.627
GetPaymentList,23/2/2023 15:27:47.490,23/2/2023 15:27:48.707
ModifyItem,23/2/2023 15:40:38.720,23/2/2023 15:40:40.804
GetTrackingData,23/2/2023 15:53:29.950,23/2/2023 15:53:31.234
SendNotification,23/2/2023 16:06:21.180,23/2/2023 16:06:22.547
AddItemToOrder,23/2/2023 16:19:12.410,23/2/2023 16:19:13.677
Login,23/2/2023 16:32:03.640,23/2/2023 16:32:04.790
ModifyItem,23/2/2023 16:44:54.870,23/2/2023 16:45:04.154
ModifyItem,23/2/2023 16:57:46.100,23/2/2023 16:57:51.234
SetDeliveryAddress,23/2/2023 17:10:37.330,23/2/2023 17:10:37.847
GetItemList,23/2/2023 17:23:28.560,23/2/2023 17:23:29.977
Login,23/2/2023 17:36:19.790,23/2/2023 17:36:20.524
Login,23/2/2023 17:49:11.020,23/2/2023 17:49:12.254
GetPaymentMethods,23/2/2023 18:02:02.250,23/2/2023 18:02:03.517
Login,23/2/2023 18:14:53.480,23/2/2023 18:14:54.530
GetPaymentMethods,23/2/2023 18:27:44.710,23/2/2023 18:27:46.077
SendNotification,23/2/2023 18:40:35.940,23/2/2023 18:40:36.057
